상호명,상권업종소분류명,시도명,시군구명,위도,경도
카페오트,카페,제주특별자치도,제주시,33.3258566771503,126.256056497606
지에스25서귀,편의점,제주특별자치도,서귀포시,33.2534303595389,126.561229984935
지에스25제주원,편의점,제주특별자치도,제주시,33.4867978118094,126.48255350593
레몬비표선초교점,편의점,제주특별자치도,서귀포시,33.3287417709824,126.835465614621
세븐일레븐제주금등리점,편의점,제주특별자치도,제주시,33.3619183789423,126.193615884084
씨유서귀서홍,편의점,제주특별자치도,서귀포시,33.2611077456127,126.554891841882
리치망고도두해안로점,카페,제주특별자치도,제주시,33.5056533366964,126.468418210416
엘파소,카페,제주특별자치도,서귀포시,33.2453899582715,126.325915334626
세븐일레븐제주우도비양도점,편의점,제주특별자치도,제주시,33.5129376312682,126.964642716204
사계풍경포시즌,카페,제주특별자치도,서귀포시,33.236551424682,126.310619298637
세화인,카페,제주특별자치도,제주시,33.5261936661953,126.856008831392
띠아모제주,카페,제주특별자치도,제주시,33.5059397371195,126.495956962825
지에스25중문상예점,편의점,제주특별자치도,서귀포시,33.2630616793787,126.397964643205
헬렌앤마리,카페,제주특별자치도,제주시,33.5122347431298,126.523785898847
채플린,카페,제주특별자치도,서귀포시,33.2482084351002,126.56594533669
세븐일레븐제주장전점,편의점,제주특별자치도,제주시,33.452688835483,126.387235724786
세화비치,카페,제주특별자치도,제주시,33.5249323900343,126.856839805447
코삿호다,카페,제주특별자치도,제주시,33.3655189350956,126.198288823953
소인,카페,제주특별자치도,제주시,33.4842178404962,126.484376448187
깃든,카페,제주특별자치도,제주시,33.543092173346,126.829612496764
카페현,카페,제주특별자치도,제주시,33.4928889579169,126.543583784268
GS25제주,편의점,제주특별자치도,제주시,33.5415016292601,126.667823669071
큐제이,카페,제주특별자치도,제주시,33.4901482085772,126.536324203216
미르의언덕,카페,제주특별자치도,제주시,33.5451828838992,126.662178352046
카페훤,카페,제주특별자치도,제주시,33.3961711874455,126.24250602005
스위스마을117동;다온,카페,제주특별자치도,제주시,33.4939390724003,126.676775483695
GS25서귀고점,편의점,제주특별자치도,서귀포시,33.2578456123834,126.560456693366
디오,카페,제주특별자치도,제주시,33.5071497372224,126.512190375474
유로에프앤아이,편의점,제주특별자치도,제주시,33.4963821398876,126.455303394768
윈드스톤,카페,제주특별자치도,제주시,33.460476010352,126.436090936563
백향목전통차,카페,제주특별자치도,서귀포시,33.4097563744104,126.897773427959
준파스타,카페,제주특별자치도,서귀포시,33.2585256716543,126.624940914683
블루하이,카페,제주특별자치도,제주시,33.3813955818936,126.218024377817
한앤솜하우스,카페,제주특별자치도,제주시,33.4756775469743,126.477391002937
에이바우트커피올레,카페,제주특별자치도,서귀포시,33.2473679748527,126.562816196731
카페이음새,카페,제주특별자치도,제주시,33.4905755891452,126.495701665351
카페블루탐,카페,제주특별자치도,제주시,33.5312020815466,126.619644684797
세븐일레븐서귀포표선해비치점,편의점,제주특별자치도,서귀포시,33.3249303767183,126.84439777171
세븐일레븐제주이도,편의점,제주특별자치도,제주시,33.5018470920623,126.54257897829
그녀의커피잔,카페,제주특별자치도,서귀포시,33.2415365831449,126.531224688038
이디야커피제주하귀점,카페,제주특별자치도,제주시,33.484618836385,126.416233822757
콩,카페,제주특별자치도,서귀포시,33.2544719090329,126.560001407889
르브아커피,카페,제주특별자치도,서귀포시,33.2740431705844,126.676439598634
씨유서귀포,편의점,제주특별자치도,서귀포시,33.2495901888314,126.566593080776
바닐라파레트,카페,제주특별자치도,제주시,33.4771335810932,126.480599096732
GS25옹포,편의점,제주특별자치도,제주시,33.401974889559,126.251001259748
블루미270,카페,제주특별자치도,서귀포시,33.3122048629135,126.719177381553
모티프커피제주,카페,제주특별자치도,서귀포시,33.2803519315708,126.285103261822
지에스25제주동문,편의점,제주특별자치도,제주시,33.5121012273155,126.528952872329
종달블랑,카페,제주특별자치도,제주시,33.4918492824887,126.899269643273
보라지붕,카페,제주특별자치도,제주시,33.5407685474366,126.67015206559
갤러리오브디지털아트,카페,제주특별자치도,서귀포시,33.304201183662,126.299661658375
씨유제주금능,편의점,제주특별자치도,제주시,33.3878106460356,126.233239024741
씨유노형,편의점,제주특별자치도,제주시,33.4833776708207,126.479658040253
이레하우스,카페,제주특별자치도,제주시,33.4960602073265,126.550335833073
씨유성산신양점,편의점,제주특별자치도,서귀포시,33.4364864650557,126.918324866794
인,카페,제주특별자치도,제주시,33.5451997450253,126.828047112143
버터플라이,카페,제주특별자치도,서귀포시,33.2570233537944,126.575517305929
세븐일레븐제주평대해안로점,편의점,제주특별자치도,제주시,33.5349190066722,126.839597809501
씨유제주아라중점,편의점,제주특별자치도,제주시,33.4869013757555,126.545767173771
제주봄날,카페,제주특별자치도,제주시,33.4625047555696,126.309589056799
메탈리코,카페,제주특별자치도,제주시,33.4253886754925,126.405781609311
씨유서귀포자,편의점,제주특별자치도,서귀포시,33.2426226066671,126.567174692038
씨유제주해녀박물관점,편의점,제주특별자치도,제주시,33.5208912598799,126.863078949373
화의기억,카페,제주특별자치도,제주시,33.4395370425773,126.328504290084
엘앤씨컴퍼니,카페,제주특별자치도,서귀포시,33.2442991865399,126.591019427854
카페오션브릭,카페,제주특별자치도,서귀포시,33.2417405362768,126.324645064696
레이지,카페,제주특별자치도,서귀포시,33.2364466263171,126.312862469452
색달로망스,카페,제주특별자치도,서귀포시,33.2607622657806,126.411084176786
녹원,카페,제주특별자치도,제주시,33.507584534855,126.524306443459
제주엔봄,카페,제주특별자치도,제주시,33.466109871584,126.51465791966
산방산흑돼지,카페,제주특별자치도,서귀포시,33.2358731823675,126.308629051909
이디야커피제주화북점,카페,제주특별자치도,제주시,33.5187693934752,126.572714816227
효진,카페,제주특별자치도,제주시,33.5131703539326,126.530335523668
세븐일레븐서귀포상예동점,편의점,제주특별자치도,서귀포시,33.2638923356013,126.381667220394
세븐일레븐서귀,편의점,제주특별자치도,서귀포시,33.2488212934105,126.560737947834
지에스25제주연북점,편의점,제주특별자치도,제주시,33.4808877667339,126.490141547055
뽀르뽀라,카페,제주특별자치도,서귀포시,33.4105576714962,126.907824302115
유람위드북스,카페,제주특별자치도,제주시,33.3397382299288,126.234777683927
루핀,카페,제주특별자치도,서귀포시,33.2103863304237,126.291335820188
씨유서귀,편의점,제주특별자치도,서귀포시,33.2548615417105,126.512180515837
도노미,카페,제주특별자치도,제주시,33.4842535372197,126.475693297038
오캄커피,카페,제주특별자치도,제주시,33.4995527970798,126.531786542274
리치망고애월점,카페,제주특별자치도,제주시,33.468558694606,126.34017832727
씨유제주은남점,편의점,제주특별자치도,제주시,33.4879876171233,126.493392505798
걸피커피,카페,제주특별자치도,제주시,33.4990705288464,126.525881133967
레몬비추자도점,편의점,제주특별자치도,제주시,33.9453695887175,126.329901987562
에이바우트스타디움,카페,제주특별자치도,제주시,33.5049637941233,126.564312861427
지에스25마라도포구점,편의점,제주특별자치도,서귀포시,33.1199036656122,126.267162421264
씨유제주외도한라점,편의점,제주특별자치도,제주시,33.4880496553057,126.426916961751
파스쿠찌제주노형,카페,제주특별자치도,제주시,33.4870185192496,126.47928119256
속솜,카페,제주특별자치도,제주시,33.5285902843058,126.879838968086
자작나무,카페,제주특별자치도,제주시,33.4798375046639,126.497894173893
파머스커피,카페,제주특별자치도,서귀포시,33.2437499691916,126.456939988661
곱을락;숨바꼭질,카페,제주특별자치도,서귀포시,33.1670806000932,126.272430527395
동광,카페,제주특별자치도,제주시,33.4897295901267,126.542556615256
비원,카페,제주특별자치도,제주시,33.5131034449656,126.52933491405
요거프레스제주성산점,카페,제주특별자치도,서귀포시,33.46642463705,126.911992906116
카페노아,카페,제주특별자치도,제주시,33.5286249339757,126.589040038997
니모스토리,카페,제주특별자치도,제주시,33.5582560467737,126.753985457976
두리,카페,제주특별자치도,서귀포시,33.325851416485,126.831626063579
레드빈,카페,제주특별자치도,서귀포시,33.2523994368399,126.425476868618
제주앨리스연동점,카페,제주특별자치도,제주시,33.4801430443155,126.491017391042
세븐일레븐제주이도정든점,편의점,제주특별자치도,제주시,33.497133183218,126.540526866538
지에스25제주와흘점,편의점,제주특별자치도,제주시,33.4606747570052,126.661678224226
메이플,카페,제주특별자치도,제주시,33.3840768166978,126.267361229248
에이바웃,카페,제주특별자치도,서귀포시,33.2515909625727,126.424172991448
뜨락,카페,제주특별자치도,제주시,33.4829150743148,126.412468732084
모란이피기까지,카페,제주특별자치도,제주시,33.5155754559878,126.866413266174
세븐일레븐제주관광대점,편의점,제주특별자치도,제주시,33.447808353769,126.434054192488
디엔에이투자파트너스,카페,제주특별자치도,제주시,33.3081613518521,126.249076999557
컴포즈서귀포표선점,카페,제주특별자치도,서귀포시,33.3268980000803,126.832139585355
부커피,카페,제주특별자치도,제주시,33.5189066566068,126.492049846575
호꼴락,카페,제주특별자치도,서귀포시,33.325851416485,126.831626063579
마린68,카페,제주특별자치도,서귀포시,33.2308493093442,126.308293097524
덴드리,카페,제주특별자치도,서귀포시,33.3696131363703,126.866056529408
부추,카페,제주특별자치도,제주시,33.4474759023534,126.434303715544
온도커피,카페,제주특별자치도,제주시,33.4829112798037,126.48455633961
세븐일레븐제주화북주공점,편의점,제주특별자치도,제주시,33.5195771705299,126.57427161846
에니스케리,카페,제주특별자치도,제주시,33.3954025155175,126.242125747642
지에스25연동베스트점,편의점,제주특별자치도,제주시,33.4920155998427,126.48848378512
마블러스하도,카페,제주특별자치도,제주시,33.5292036214854,126.880096485938
은찬이네카페,카페,제주특별자치도,서귀포시,33.325851416485,126.831626063579
유심이감성,카페,제주특별자치도,제주시,33.9605845448257,126.295529746767
아주르블루,카페,제주특별자치도,서귀포시,33.2796844666848,126.723822244913
모래비커피팩토리,카페,제주특별자치도,제주시,33.5555194903526,126.796033431471
투썸플레이스제주남원농협하나로마트점,카페,제주특별자치도,서귀포시,33.2843952758353,126.721703336165
그리니티,카페,제주특별자치도,제주시,33.4929204778034,126.544799571334
세븐일레븐제주정,편의점,제주특별자치도,제주시,33.5064373881726,126.523753080007
커피순,카페,제주특별자치도,제주시,33.4916277071978,126.497245071515
우지커피제주,카페,제주특별자치도,서귀포시,33.252097906493,126.422667334144
20세기소년,카페,제주특별자치도,제주시,33.5014108216482,126.529602678808
베러먼데이노형,카페,제주특별자치도,제주시,33.4833783135711,126.477667543798
제파,카페,제주특별자치도,제주시,33.5545694147149,126.793978902639
오,카페,제주특별자치도,제주시,33.5147463906849,126.539475844255
애월맛차,카페,제주특별자치도,제주시,33.4714041132154,126.418699940557
로컬리지,카페,제주특별자치도,서귀포시,33.2315394864296,126.296314845844
카페촐,카페,제주특별자치도,서귀포시,33.4122339693667,126.773770841748
지에스25서귀유포리아점,편의점,제주특별자치도,서귀포시,33.2525513836024,126.518610529363
씨유제주,편의점,제주특별자치도,제주시,33.4804179972854,126.485550180629
록록타르트,카페,제주특별자치도,제주시,33.5288508671799,126.878934329658
씨유제주아모렉스리조트점,편의점,제주특별자치도,제주시,33.5074551488948,126.470204513615
월령15,카페,제주특별자치도,제주시,33.3762631233589,126.21764047499
망고레이필리핀디저트카페,카페,제주특별자치도,서귀포시,33.4363526484369,126.920518764024
송당나무가드닝센터,카페,제주특별자치도,제주시,33.4769604131678,126.789041601023
헬레네감사헌느,카페,제주특별자치도,제주시,33.4948493703284,126.676653730831
하토우커피로스터스,카페,제주특별자치도,제주시,33.5200243128585,126.870141577178
나지금제주,카페,제주특별자치도,제주시,33.481774294775,126.471479861329
세븐일레븐서귀포동광IC점,편의점,제주특별자치도,서귀포시,33.3103527200158,126.341351055005
세븐일레븐제주교래,편의점,제주특별자치도,제주시,33.4363260798688,126.676580608891
서귀포더벤티,카페,제주특별자치도,서귀포시,33.2509213816497,126.433470260415
노마와사비,카페,제주특별자치도,제주시,33.5016411196921,126.542956721872
세븐일레븐제주아라점,편의점,제주특별자치도,제주시,33.4718864172275,126.549782971795
씨유제주아라,편의점,제주특별자치도,제주시,33.4775677395872,126.55013014418
카페두모리에,카페,제주특별자치도,제주시,33.357485704202,126.183063528582
소금인형,카페,제주특별자치도,제주시,33.5044854382824,126.524926073696
메리오가닉,카페,제주특별자치도,제주시,33.3497208830518,126.182738582723
나인커피숍,카페,제주특별자치도,제주시,33.4947397867835,126.546737767968
개떼목장,카페,제주특별자치도,서귀포시,33.2793733441342,126.317936360174
우도몬딱,카페,제주특별자치도,제주시,33.5150179079382,126.956978251494
카페도구리3083,카페,제주특별자치도,서귀포시,33.2749026854726,126.172617017012
구씨커피,카페,제주특별자치도,제주시,33.5236307209662,126.853957047069
좁생이방앗간,카페,제주특별자치도,서귀포시,33.3547062185607,126.840552279698
빽다방제주,카페,제주특별자치도,제주시,33.5451828838992,126.662178352046
씨유제주아라,편의점,제주특별자치도,제주시,33.4746043372285,126.548434876766
카페애옥,카페,제주특별자치도,서귀포시,33.3692458630835,126.868292158839
커피와수다,카페,제주특별자치도,제주시,33.5115270377961,126.52029182337
돌개바람,카페,제주특별자치도,서귀포시,33.4007625834686,126.903201656081
쿠잉,카페,제주특별자치도,제주시,33.4927162492463,126.477062692925
욱앤에프,카페,제주특별자치도,제주시,33.5424880729034,126.669208818134
앤그리고,카페,제주특별자치도,서귀포시,33.2470852181193,126.564459359631
세븐일레븐제주산지로점,편의점,제주특별자치도,제주시,33.5148252018314,126.529261010934
노을해안1014,카페,제주특별자치도,제주시,33.297677007017,126.168558477074
더벤티법환포구점,카페,제주특별자치도,서귀포시,33.2355576033836,126.514465721602
원택,카페,제주특별자치도,제주시,33.4986090905693,126.530188183521
달리는커피도두점,카페,제주특별자치도,제주시,33.5029473389471,126.463947069122
코알라,카페,제주특별자치도,제주시,33.4812170504916,126.489095979498
템푸스,카페,제주특별자치도,제주시,33.5549271614456,126.797693161851
베이커리카페70,카페,제주특별자치도,서귀포시,33.2449922899466,126.569309047493
서정,카페,제주특별자치도,서귀포시,33.2525946407702,126.554409184899
세븐일레븐제주삼화부영,편의점,제주특별자치도,제주시,33.5138685967902,126.573836760142
법인더휘게,카페,제주특별자치도,제주시,33.4293369976029,126.355109613902
지에스25제주,편의점,제주특별자치도,제주시,33.5126610450517,126.524450873898
시작카페,카페,제주특별자치도,제주시,33.5077086876256,126.523767641227
말벗카페,카페,제주특별자치도,제주시,33.4489761397774,126.713445803651
고스란히,카페,제주특별자치도,제주시,33.4884577460332,126.535128082842
어썸커뮤니티,카페,제주특별자치도,제주시,33.4764393584233,126.549748666097
드롭탑제주,카페,제주특별자치도,제주시,33.5039796939876,126.527059712544
꾸까,카페,제주특별자치도,제주시,33.5156754909556,126.539600082963
지에스25제주남녕점,편의점,제주특별자치도,제주시,33.4903455866519,126.481477898116
파피용살롱드떼,카페,제주특별자치도,서귀포시,33.3277254254391,126.830612861138
씨유서귀상창교차로점,편의점,제주특별자치도,서귀포시,33.2837977488391,126.354614799445
컴포즈커피한림점,카페,제주특별자치도,제주시,33.4099143347464,126.265488853323
황금다방,카페,제주특별자치도,서귀포시,33.2474884156951,126.566313732089
에이드롭커피,카페,제주특별자치도,서귀포시,33.2753730905528,126.67471726249
지에스25제주서부관광점,편의점,제주특별자치도,제주시,33.4629968100646,126.451349379096
도로시,카페,제주특별자치도,제주시,33.4881741556667,126.481813639684
머스크,카페,제주특별자치도,제주시,33.5201997656753,126.566615341006
앨리스,카페,제주특별자치도,제주시,33.4975698712657,126.529558885802
달리는커피제주삼화점,카페,제주특별자치도,제주시,33.5170252333879,126.582087761097
레몬올레,카페,제주특별자치도,서귀포시,33.2624917001646,126.368487242869
동감,카페,제주특별자치도,제주시,33.4786039072925,126.48077322288
귤하르방구좌점,카페,제주특별자치도,제주시,33.532397861711,126.84943150158
마당한동,카페,제주특별자치도,제주시,33.5333321625976,126.819899398469
금호다방,카페,제주특별자치도,제주시,33.5121165233442,126.518857091085
씨유삼화주공점,편의점,제주특별자치도,제주시,33.5165270999137,126.576116367867
모카,카페,제주특별자치도,서귀포시,33.2921687165764,126.761391206721
우유부단,카페,제주특별자치도,제주시,33.3476170052038,126.328061340722
모시란,카페,제주특별자치도,제주시,33.4981122344152,126.546870851455
백조,카페,제주특별자치도,제주시,33.51364025318,126.528244924571
달페이지,카페,제주특별자치도,서귀포시,33.2597569034493,126.413934869255
마로네,카페,제주특별자치도,제주시,33.5121770669935,126.539532508478
망고하이,카페,제주특별자치도,서귀포시,33.258226678228,126.406862175307
카카듀,카페,제주특별자치도,제주시,33.4913045272444,126.541784342939
이디야커피제주연북로점,카페,제주특별자치도,제주시,33.4816687675825,126.484961789616
그레이트커피,카페,제주특별자치도,서귀포시,33.2669765984404,126.295376082512
귤꽃,카페,제주특별자치도,제주시,33.5384200589941,126.655314207967
도련마을상회,편의점,제주특별자치도,제주시,33.5094339815376,126.587516372757
샐리가든커피,카페,제주특별자치도,제주시,33.4929151609307,126.536072721593
19티성산,카페,제주특별자치도,서귀포시,33.4612992794318,126.934275548746
씨유제주청귤로점,편의점,제주특별자치도,제주시,33.5014291822906,126.539288098741
엠브릿지,카페,제주특별자치도,서귀포시,33.2100590324929,126.258378431327
코츠커피,카페,제주특별자치도,서귀포시,33.2448042975102,126.506570890272
지에스25서귀돈내코,편의점,제주특별자치도,서귀포시,33.3022259445149,126.576705036205
아이즈,카페,제주특별자치도,제주시,33.5360605347975,126.62518944388
카페헤이브라운,카페,제주특별자치도,제주시,33.4721161585926,126.541132295847
지에스25제주우령점,편의점,제주특별자치도,제주시,33.4906073494235,126.42630829883
카페인어,카페,제주특별자치도,제주시,33.4404340224377,126.276394367786
제주나무카페,카페,제주특별자치도,제주시,33.4561998987089,126.710378044188
쁘띠,카페,제주특별자치도,제주시,33.4951784883097,126.53375781479
꽃길,카페,제주특별자치도,서귀포시,33.2509161810879,126.561618131237
카페바나나,카페,제주특별자치도,제주시,33.5438149723343,126.663098869956
컴플리트,카페,제주특별자치도,제주시,33.4782418321104,126.491297478855
레몬비펄리호텔점,편의점,제주특별자치도,제주시,33.4643192232058,126.454772545626
다코네,카페,제주특별자치도,제주시,33.5291901719606,126.836777127507
씨유제주남녕점,편의점,제주특별자치도,제주시,33.4897369384389,126.480383984475
위즈,카페,제주특별자치도,제주시,33.4875146601587,126.432128275368
커피로카,카페,제주특별자치도,제주시,33.5066266487612,126.540444417076
하례마을공간내창협동조합,카페,제주특별자치도,서귀포시,33.2533941104871,126.627516872201
꿈,카페,제주특별자치도,제주시,33.502062503311,126.527898795165
세븐일레븐서귀포오션,편의점,제주특별자치도,서귀포시,33.2459597573783,126.562340344739
올래파이,카페,제주특별자치도,제주시,33.4801514413796,126.490866715533
씨유한림상로점,편의점,제주특별자치도,제주시,33.4149774473878,126.269424028654
픽토랜드,카페,제주특별자치도,제주시,33.522179100071,126.688102199939
달리는커피제주외도점,카페,제주특별자치도,제주시,33.4889775407788,126.43066611674
칠칠,카페,제주특별자치도,제주시,33.5136544687456,126.527243870057
알레그레,카페,제주특별자치도,제주시,33.4259907701642,126.264159992527
더구두미,카페,제주특별자치도,서귀포시,33.2436643040338,126.595389504256
마크로비오틱올리브,카페,제주특별자치도,서귀포시,33.3260623003597,126.378801241973
소색채본,카페,제주특별자치도,서귀포시,33.2351165556754,126.31364534534
카페쉬머,카페,제주특별자치도,서귀포시,33.254051292775,126.521778754889
바라나시책골목,카페,제주특별자치도,제주시,33.5163216885276,126.515195743107
플라워코티지,카페,제주특별자치도,서귀포시,33.2448675462054,126.363667476257
영국찻집,카페,제주특별자치도,제주시,33.4172341399756,126.314118975787
커피림,카페,제주특별자치도,제주시,33.4694461642905,126.487863377422
노론존,카페,제주특별자치도,제주시,33.4884360674787,126.484082449908
카페분식이다,카페,제주특별자치도,제주시,33.4876430145085,126.534250117257
세븐일레븐제주일도,편의점,제주특별자치도,제주시,33.5131719952237,126.540388289704
해리앤소담,카페,제주특별자치도,제주시,33.4626349968285,126.431085791239
앤드앤드,카페,제주특별자치도,제주시,33.4836145535279,126.486736343101
빽다방제주평화로에스케이점,카페,제주특별자치도,제주시,33.4675217274182,126.457248220739
씨유제주세화리점,편의점,제주특별자치도,제주시,33.521369953667,126.855876889052
지에스25한라체육관점,편의점,제주특별자치도,제주시,33.4991148681655,126.514054121554
